HIP,RA_rad,Dec_rad,parallax,pmRA,pmDec,HpMag
107188,5.6839132142,-0.3292790708,11.09,145.85,-9.5,4.8793
107230,5.6857100739,1.2622253029,13.34,-42.05,-39.83,5.3447
107232,5.6857300322,-0.2513232013,7.49,-4.56,20.26,5.9541
107235,5.6858814872,0.7182902484,5.08,-15.3,-12.24,5.5991
107253,5.6872736827,0.668174879,11.88,33.93,-4.58,5.7095
107259,5.6876247903,1.0259054598,0.55,5.36,-3.51,3.9123
107310,5.6903845519,0.5016638713,44.97,260.72,-243.21,4.6029
107315,5.6905834997,0.172351396,4.73,26.92,0.44,2.546
107348,5.6920052392,0.3028153825,3.52,8.66,-11.33,4.5102
107354,5.6925880016,0.4475897395,29.22,48.13,14.29,4.2347
107380,5.6939030868,-0.5764046363,15.97,31.1,-94.56,4.3337
107382,5.6941546392,-0.1585182064,4.12,12.8,-1.31,5.2628
107418,5.6960950383,1.066759387,0.48,-3.74,-2.1,4.3911
107423,5.6962314576,-1.2393377303,4.39,13.1,-11.01,5.9956
107472,5.6988169686,0.4005336143,2.34,8.42,-1.83,5.4378
107516,5.7008149669,-0.0386207503,8.8,24.98,19.54,5.9868
107517,5.7008329442,-0.1983729331,11.58,28.92,-9.66,5.5804
107533,5.7019620021,0.8606144297,2.95,2.77,-2,4.2016
107556,5.7030295246,-0.2814616727,84.27,261.7,-296.7,2.9409
107575,5.7038784071,0.0468818284,5.73,6.97,-2.65,5.6423
107586,5.7047037461,1.0592873386,7.12,-10.73,-2.17,5.6296
107608,5.7060757051,-0.5392771747,10.16,-34.4,-0.08,5.0443
107649,5.7083617763,-0.8255913108,62.52,164.43,-295.37,5.6986
107763,5.7152756683,0.5266405091,11.87,18.12,-26.83,5.0858
107773,5.7159627819,-1.1294452072,9.65,-3.48,-37.79,5.79
107788,5.7165819051,0.3016968593,29.92,91.63,-44.04,5.4265
107835,5.7193876577,-1.2152623637,6,-23.27,-4.65,5.6606
107843,5.719898466,-1.4437158315,7.97,68.14,-31.86,5.4143
107887,5.7228063029,0.3460403093,6.19,20.65,13.34,5.7499
107930,5.724754258,0.9738369075,2.17,17.25,-5.73,5.6923
107975,5.7268584163,0.5025447339,36.43,-58.81,-62.37,5.6173
108022,5.7293168908,0.4524790298,5.16,8.79,-1.06,5.038
108036,5.7303219993,-0.2365235572,37.57,311.22,13.46,5.1704
108060,5.7317606806,0.3432779913,13.83,23.71,24.09,5.7013
108085,5.7330905586,-0.6521391882,15.45,98.07,-13.22,2.9763
108102,5.7341586939,-0.074629536,11.15,51.85,-91.3,5.8819
108165,5.7372723527,0.9880523999,0.33,-2.91,-2.3,5.9029
108226,5.740023642,1.1400632413,3.18,6.3,-1.07,5.8832
108294,5.7437904567,-0.6501985279,9.71,-25.57,-9.91,5.4854
108317,5.744979884,1.110475626,1.33,-0.25,-2.56,5.111
108339,5.7462339439,0.2107751355,8.14,-26.51,-14.12,5.5645
108431,5.7504985214,-0.9598013507,17.34,41.94,-3.93,4.4784
108505,5.7547510942,1.0942856898,3.52,12.12,14.36,5.9927
108535,5.7563215933,1.2772369052,27.23,-68.62,-160.18,5.1402
108543,5.7565234886,-0.6701207948,7.54,43.04,-0.74,5.6691
108612,5.7601624174,0.1172413734,3.04,13.22,0.78,5.9625
108661,5.7632382726,-0.4966114036,3.99,15.57,-1.03,5.4012
108691,5.7643142614,0.0105547671,4.56,6.22,-11.05,5.762
108693,5.7643363752,0.2289865222,12.95,58.44,-56.72,5.6918
108699,5.7646217759,0.1441148249,6.03,-7.67,-1.87,5.7854
108758,5.7676279992,0.9229693131,3.26,9.95,3.02,5.7546
108772,5.7686459438,1.0122974318,1.07,-2.72,-2.74,5.546
108845,5.7724349018,0.7792884921,6.62,-20.85,-33.02,5.5742
108868,5.773871419,-0.1138378256,10.74,46.36,8.01,5.7134
108870,5.7739447418,-0.99099456,276.06,3960.93,-2539.23,4.831
108874,5.7740458306,-0.0376177073,7.49,24.66,-11.16,4.6852
108875,5.7740598311,0.1987328943,5.18,16.79,-2.91,5.8196
108917,5.7761061942,1.1279671034,33.79,215.46,91.06,4.352
108924,5.7765256855,1.1016479644,7.69,36.37,58.91,5.2411
108975,5.7797129991,-0.4681380687,2.65,11.89,-10,5.91
108991,5.7804893093,-0.0158168634,14.68,-19.69,-42.15,5.3574
109005,5.7814380361,1.0958142098,10.76,13.93,58.71,5.4101
109017,5.7820424763,1.0869879361,1.58,-1.16,-2.96,5.123
109023,5.7822260334,0.46554246,8.38,28.36,30.69,5.9083
109056,5.7839233006,0.5055172294,9.4,29.38,-10.75,5.6827
109068,5.7843623465,0.0882837191,12.01,102.09,102.39,4.999
109074,5.7848229225,-0.0055820216,6.23,18.25,-9.39,3.108
109081,5.7851084367,-1.0408435344,6.64,55.87,-54.26,5.7644
109102,5.7859089943,0.7856492442,5.36,-8.76,-15.79,5.2044
109111,5.7862685206,-0.6901563983,13.47,-23.8,-124.58,4.6247
109139,5.7876721702,-0.242069145,18.62,36.89,-58.99,4.2648
109176,5.7901643051,0.4423545037,85.28,296.53,27.29,3.8678
109209,5.7922036331,0.339910488,16.14,122.15,37.32,5.8215
109240,5.7937900974,0.3787904062,5.36,-45.91,-68.33,5.7714
109285,5.7961623239,-0.575756165,24.01,78.81,-29.1,4.5232
109289,5.7963786625,-0.5941750223,7.69,4.55,-49.02,5.1195
109332,5.7987830287,-0.3232275293,1.4,0.3,-7.73,5.7504
109352,5.7998509627,0.5789693071,11.3,-61.14,-66.84,5.7472
109400,5.8023737913,1.2625921128,8.27,32.85,2.68,4.9537
109404,5.8029078868,-0.5936743619,15.78,-14.5,28.8,5.4373
109410,5.8031654165,0.5790700101,12.4,-12.87,-18.95,4.3853
109422,5.8038367094,-0.5680774521,54.71,428.96,13.35,5.0428
109427,5.8040793159,0.1081718284,35.34,282.18,30.46,3.5534
109471,5.8059439584,0.2028887983,4.79,-47.94,-55.93,5.8757
109472,5.8059442673,-0.2018466106,7.25,29.29,8.76,5.3954
109474,5.8060487917,1.224043278,29.77,-64.29,24.59,5.6119
109492,5.806947637,1.01580344,3.9,13.52,5.24,3.512
109521,5.8082940204,0.8870337328,17.81,122.24,47.7,5.4316
109556,5.809807236,1.0369788988,1.65,-7.46,-11.09,5.129
109572,5.8111112103,0.9920284292,26.77,237.16,130.19,5.3618
109592,5.8120928921,1.0604458533,8.92,2.33,9.41,5.531
109620,5.8135786868,1.1046375907,3.44,3.71,-15.19,5.8161
109654,5.8154233282,0.6039661734,12.64,19.56,-50.44,5.51
109693,5.8170496515,1.5028656151,12.71,51.08,40.19,5.2659
109737,5.8195376776,-0.4394900495,12.92,72.34,9.04,5.6927
109745,5.8198861376,0.7930881416,12.96,73.2,4.49,5.5437
109754,5.8201422938,0.6931555752,6.76,36.89,15.27,4.649
109786,5.8219833262,-0.3678229212,13.97,24.3,56.07,5.4748
109789,5.8220355932,-0.484624044,6.51,23.6,2.04,5.4081
109831,5.823896873,0.7496880948,12.14,50.2,-22.33,5.7326
109857,5.8251584756,0.9955962828,38.17,481.53,46.04,4.2584
109908,5.8277187112,-0.7216369277,11.87,47.01,22.5,4.9496
109937,5.829266635,0.6588397086,5.25,8.85,-0.72,4.29
109973,5.8313318262,-0.7265317287,12.29,-12.57,-6.72,5.2712
110000,5.8328935272,-0.2239510087,5.56,1.89,5.03,5.5095
110003,5.8330333615,-0.1358431158,17.4,118.8,-22.18,4.3335
110009,5.8332248933,-0.1577784167,8.83,-57.8,-12.41,5.9623
110023,5.8342358783,-0.0940245743,10.55,-6.05,18.67,5.9069
110078,5.8374497437,-1.3528324162,25.98,-37.85,13.37,5.5621
110103,5.8390422708,1.0961429329,3.54,41.89,9.92,5.9234
110109,5.8392304471,-0.935942168,72.54,438.75,-632.46,5.5015
110130,5.8403209499,-1.0517265895,16.33,-70.72,-39.44,3.0103
110256,5.8469606348,-1.4039366174,11.22,56.81,-43.47,4.9203
110273,5.8477189393,-0.1365040478,3.7,14.75,1.84,5.3365
110298,5.8488575728,0.1010457095,2.56,19.57,2.63,5.3648
110351,5.8513274593,0.8122162789,5.88,22.35,1.45,4.5201
110371,5.8526218577,0.4944607818,4.69,17.78,5.18,4.7984
110386,5.8534758884,0.213020445,2.01,6.32,4.8,4.7989
110391,5.8538034274,-0.3769566415,19.07,-9.97,-84.44,5.2868
110395,5.8540742823,-0.0242138789,19.92,129.53,7.77,3.8423
110478,5.858792633,-0.8019424559,6.13,28.48,-12.14,5.4957
110506,5.8605095535,-0.8016008852,25,233.66,-57.98,5.712
110529,5.8621817711,-0.4321898666,12.45,97.91,-2.61,5.6922
110538,5.8623890691,0.9115767363,19.19,-13.25,-186.77,4.5867
110578,5.8648057843,-0.0844215999,8.04,26.9,-7.35,5.7843
110602,5.8662719636,-0.236132642,7.12,50.28,14.25,5.9276
110609,5.8665603547,0.8635260945,1.45,-5.55,-2.85,4.6112
110618,5.8668072606,-1.26106625,34.84,1302.7,-674.44,5.3997
110649,5.8683927337,-1.0087411433,48.63,180.06,-331.66,5.4504
110668,5.8694253193,-1.2292610609,20.22,121.94,-62.67,5.8679
110672,5.869877701,0.0240400366,4.17,17.83,2.41,4.7397
110725,5.8730898626,1.2351849621,6.51,20.01,5.32,5.6373
110778,5.8755162405,-0.2922055801,49.5,200.59,14.51,5.6854
110785,5.8757395023,0.0766834452,26.21,284.37,53.86,5.868
110787,5.8761197097,1.3750741146,15.83,-13.33,-36.95,5.8918
110817,5.8777825167,1.136772642,0.61,0.1,-2.62,5.5969
110838,5.878841468,-1.1338772223,13,68.45,10.06,4.4819
110882,5.8811397726,0.0819678323,21.99,77.57,-306.12,4.9476
110935,5.88448238,-1.1779032932,23.19,150.63,-70.91,5.6281
110936,5.8846089729,-0.6829717868,11.44,37.43,-160.51,5.633
110960,5.8853811479,-0.0003502047,35.5,182.92,50.36,3.745
110986,5.886701219,0.1593325666,5.47,51.75,-20.36,5.7141
110991,5.8868681523,1.0195373941,3.77,15.35,3.52,4.2767
110992,5.8868654311,0.4671061186,2.6,26.49,-4.11,5.9534
110997,5.8872976637,-0.7591406325,10.54,25.72,-3.32,4.1394
111022,5.8884371236,0.8326423929,1.98,-0.37,-3.33,4.428
111043,5.8894277843,-0.7635680664,9.88,-14.08,2.57,4.1414
111056,5.8899748518,1.3757442174,13.31,3.68,-21.29,5.4933
111062,5.8903370326,0.0773539892,19.28,-21.26,-150.4,5.5934
111068,5.8906165967,0.5685003798,9.05,31.87,-13.4,5.6334
111104,5.8926141911,0.7526451369,1.9,-1.98,-5.36,4.4912
111123,5.8933089527,-0.1863642637,11.26,0.3,-26.87,4.8253
111169,5.8961131509,0.8775943054,31.79,137.51,17.01,3.782
111188,5.8970522677,-0.5645446875,22.84,59.12,-18.83,4.3003
111196,5.8976004578,-1.5004142135,10.06,-37.08,61.28,5.9251
111242,5.900396415,1.3304028501,4.15,-19.62,-11.47,5.7143
111259,5.9011308859,0.6942876985,4.77,3.86,-9.71,5.9353
111310,5.9035771139,-1.0817912497,11.24,40.07,-20.17,4.9252
111362,5.9065262858,0.9882863593,9.47,78.59,41.89,5.8826
111449,5.9109573908,-0.3614203273,44.09,220.78,-146.76,5.3105
111497,5.9138539234,-0.0020483403,19.43,89.74,-55.81,4.0159
111532,5.9156318075,1.2853150419,18.22,173.43,24.36,5.1679
111546,5.9161050695,0.6917497516,1.51,0.04,-5.2,5.6818
111600,5.9192455677,-0.5526356982,9.12,-41.75,-39.41,5.9843
111643,5.9209436626,-0.7084442409,15.19,44.56,-70.07,5.8877
111660,5.9219649072,1.3154859301,4.67,44.26,7.12,5.8915
111674,5.9226632524,0.8996364914,19,-51.83,-103.8,4.7078
111710,5.9243325947,-0.0737883842,15.25,-69.23,-119.67,5.2036
111795,5.9281465918,0.9912721473,7.23,52.36,-31.39,5.117
111797,5.9282329436,1.1097592504,11.36,-1.89,-19.75,5.2206
111809,5.9291353419,-0.5773790562,7.7,4.31,14.28,5.6829
111841,5.9308963338,0.6815560128,1.89,-0.32,-5.46,4.8135
111944,5.9363580132,0.7727668788,9.8,93.83,10.71,4.6569
111954,5.9369792909,-0.4720001247,6.7,23.22,-0.16,4.1591
111974,5.9379386863,0.2539255132,29.59,271.24,123.39,5.8645
112029,5.9404953522,0.189043435,15.96,77.22,-11.38,3.3887
112031,5.9405663792,0.7020667734,2.43,-1.59,-5.33,5.2003
112051,5.9417850629,0.5115156651,10.92,-0.06,-21.46,4.8053
112122,5.9457502519,-0.8182900416,18.43,135.16,-4.38,2.0699
112158,5.947218774,0.527461319,15.22,13.16,-25.67,3.0897
112203,5.9493888101,-0.7228127219,14.16,10.11,-93.79,5.0001
112211,5.9497730692,-0.32865086,7.53,-31.73,-28.54,4.8257
112242,5.9519716688,0.7298832024,12.71,-8.43,3.04,5.2724
112374,5.9586887505,-0.9337539969,7.86,30.59,17.37,5.0034
112381,5.9589036862,-0.8124036387,4.14,-30.17,-11.8,5.6708
112405,5.9605701466,-1.4203771718,21.85,-54.49,1.16,4.1964
112417,5.9610342726,0.7774739597,17.57,142.9,31.82,5.9267
112440,5.9626150389,0.4112986917,8.93,55.75,-10.15,4.132
112447,5.9633131013,0.212477846,61.36,234.18,-493.29,4.3058
112519,5.9667678285,1.4513061239,10.41,24.6,47.08,4.9246
112529,5.9670761776,-0.3423092365,12.84,-103.36,-206.11,5.4042
112542,5.9677716531,-0.2453305585,10.27,30.61,-9.23,5.6869
112590,5.9698308572,0.653047094,9.68,-42.8,-63.7,5.9819
112623,5.971440205,-0.8956454387,25.3,108.43,-64.83,3.519
112716,5.9759717102,-0.2372345337,10.27,-13.71,-39.03,4.1494
112724,5.9763645834,1.1554203705,28.29,-65.89,-125.17,3.6704
112731,5.9767512044,0.9756859054,8.21,82.84,38.28,5.5956
112748,5.9777599832,0.4293803987,30.74,144.7,-41.87,3.6685
112778,5.9793357307,0.7322250145,2.87,7.96,-3.73,5.939
112781,5.9794068297,-1.3984243737,6.62,20.01,-12.15,5.2851
112832,5.9822720517,-0.6834153948,4.22,17.82,-7.81,5.5622
112864,5.9837528711,1.0768094849,13.75,98.08,40.54,5.7603
112917,5.9866209421,0.755943378,10.03,108.54,20.78,5.0542
112935,5.9882076821,0.1716628567,36.66,521.04,42.65,5.2642
112948,5.988774287,-0.5737848471,15.14,-32.73,-21.21,4.4671
112961,5.9891601885,-0.1322903488,8.47,17.02,33.03,3.8072
113031,5.9929291314,-0.2027465022,3.95,20.81,1.69,5.7735
113048,5.9937630835,0.781020901,17.57,-3.32,-14.62,5.8442
113084,5.9957085458,0.7047087394,10.73,97.02,28.16,5.9826
113116,5.996979257,1.4721174825,9.17,98.64,23.89,4.8398
113136,5.9980450016,-0.2761243435,20.31,-42.6,-27.89,3.2964
113148,5.9985224501,-0.2839954726,24.28,-219.73,-87.78,5.697
113184,6.0003651855,-0.0870548911,11.99,29.88,-10.78,5.8916
113186,6.0005600986,0.1538698937,10.45,80.57,28.5,4.9155
113222,6.0028049415,0.634451508,5.23,19.5,-1.66,5.722
113246,6.0037066048,-0.5679249405,21.16,11.98,33.64,4.3677
113281,6.0056511186,0.7261247984,2.56,-1.66,-5.38,5.5503
113288,6.0058232992,0.8680142117,2.04,-0.48,-3.43,5.0835
113307,6.0074103463,-0.8372209314,13.4,-25.18,2.07,5.7836
113327,6.0086227515,0.8496975104,3.97,9.43,-4.86,5.3058
113357,6.0103213127,0.3624819209,64.07,207.25,60.34,5.5865
113503,6.0178805513,0.2047086343,10.6,27.16,-40.2,5.8372
113521,6.0190153682,0.0168091151,10.91,86.9,-69.25,5.5933
113532,6.01962333,-0.5142145498,10.44,-7.97,4.3,5.5777
113561,6.0217570846,0.9938843993,0.73,-2.24,-2.6,5.234
113562,6.0218052421,-0.4391944196,4.75,36.66,-78.76,5.8239
113638,6.0252310587,-0.9207328357,29.96,-63.96,-11.53,4.2774
113657,6.0262944051,-0.8892457627,6.68,87.34,-0.84,5.8223
113669,6.0271562283,-0.503595704,6.1,56.72,-22.35,5.7046
113726,6.029766878,0.7387276989,4.75,22.99,0.88,3.6041
113788,6.0327550643,0.7462644973,7.74,56.38,-4.47,5.1243
113860,6.0366403027,-0.6064952305,33.99,71.46,84.55,5.2013
113864,6.0368646785,1.1730215616,7.89,22.25,9.78,5.4022
113881,6.0378453479,0.4901312897,16.64,187.65,136.93,2.4861
113889,6.0383015499,0.0666728011,7.99,11.76,-9.85,4.4527
113902,6.0388122721,-0.7239456777,10.49,11.86,55.44,5.9614
113919,6.0396269152,0.8735666786,18.46,166.04,166.94,4.8088
113957,6.0417168832,-0.9418607702,8.96,57.74,-106.1,5.5022
113963,6.042156569,0.2653837274,24.46,60.4,-41.3,2.4784
113969,6.0426315446,-1.2011422166,18.71,44.29,62.65,5.6161
113996,6.0439090141,-0.1342824694,15.57,122.41,7.11,5.5152
114104,6.0502427495,1.037070534,2.89,6.94,-1.95,4.8322
114119,6.0505334503,-0.4143955567,15.08,58.86,-1.74,4.6304
114131,6.0514032851,-0.7595729516,24.73,-47.17,-13.49,4.3881
114132,6.0514637463,-0.6787988069,11.45,34.31,6.4,5.6263
114144,6.0519477877,0.1642271509,9.92,6.41,-12.71,4.6352
114155,6.0524192628,0.4445063797,5.51,-0.03,-33.07,4.9146
114167,6.0530059452,-0.8846484846,21.88,-32.78,-24.94,5.921
114200,6.0547855284,0.8096111831,9.35,-12.34,-31.01,5.4468
114210,6.0552197043,0.860367995,29.12,152.39,131.72,5.7821
114222,6.0558443925,1.3157615108,13.22,6.81,-34.06,4.5417
114254,6.0578266669,-0.5030661658,12.13,-43.86,-53.81,5.7612
114273,6.0592625651,0.0371339442,12.27,139.87,109.64,5.5777
114341,6.0626020265,-0.3695295838,12.05,55.4,30.49,3.8484
114347,6.0629432893,0.1514452186,4.17,4.28,-6.29,5.0336
114365,6.0638656726,1.0355507812,1.87,0.12,0.88,5.762
114375,6.0646465792,-0.391958935,6.47,32.61,-9.76,4.8351
114382,6.0648475805,-0.7480685242,29.93,-349.74,-51.1,5.9361
114389,6.0651261201,0.1714280053,4.03,-17.38,-8.12,5.3743
114407,6.0657259312,-0.7084541992,3.55,21.34,-44.75,5.9191
114421,6.0665774222,-0.7897029762,17.8,132.5,-26.66,4.0494
114449,6.0681187063,0.3070808746,6.43,24.18,-28.13,5.8326
114520,6.0725964119,0.1521949407,13.46,-7.81,-7.23,5.1992
114570,6.0761400185,0.8622969308,40.67,90.23,95.56,4.6066
114622,6.0791813093,0.997763516,152.76,2075.07,295.45,5.6989
114724,6.0838783476,-0.1055667167,16.14,43.12,-194.45,4.3152
114745,6.0851643621,1.2955798029,7.2,41.75,6.55,5.8967
114775,6.0867292162,-0.7174197754,13.06,109.23,-111.98,5.941
114822,6.0893275823,-0.0610232114,14.04,-13.04,-1.95,5.5869
114831,6.0895779434,1.2372304876,8.6,17.72,-1.7,5.6194
114855,6.0907101767,-0.1586102111,21.77,368.78,-17.16,4.409
114924,6.0942675491,0.9287603802,48.77,111.87,-236.51,5.7005
114939,6.0949043109,-0.1348522775,5.32,-19.18,-14.1,4.9429
114948,6.0953783069,-1.0821239382,48.69,175.24,-27.24,5.7592
114971,6.0962528019,0.0572859845,23.64,759.82,17.77,3.8482
114996,6.0974395084,-1.0164086771,43.37,-35.83,81.16,4.0856
115022,6.098807012,0.855478073,5.79,34.55,7.17,4.8813
115033,6.0995042095,-0.1602646896,8.12,17.13,-11.7,4.3607
115054,6.1006374032,-0.7125143203,28.24,126.28,-123.5,5.638
115088,6.1026460409,1.1887685048,16.06,54.33,10.11,4.904
115102,6.1035201566,-0.5677876466,17.9,20.13,-77.72,4.5777
115115,6.1041182308,-0.1677389052,12.47,43.33,-8.3,4.9983
115126,6.1047623911,-0.2348941579,47.35,267.23,-46.21,5.2453
115142,6.1060241773,-0.0894359545,29.27,201.39,-18.13,5.6553
115152,6.1064553015,0.8486697695,11.4,23.14,52.29,5.6074
115191,6.1080983253,0.7344002349,6.78,47.38,4.18,5.9288
115227,6.1101458867,0.0939240513,7.54,78.47,-60,5.217
115250,6.1114320452,0.4143474338,20.17,29.45,-9.53,4.6423
115271,6.1122524453,0.5308434298,7.77,78.16,-68.5,5.6994
115280,6.1125189158,0.6664099003,23.83,129.01,-61.14,5.8709
115312,6.1141436945,-0.4710074959,9.87,-19.37,-11.6,5.8058
115355,6.1170100379,0.5552325403,3.93,9.96,-7.18,5.3186
115395,6.1197442878,1.0495273809,1.9,6.79,-1.35,5.6662
115404,6.1202224937,-0.2624867019,15.3,117,16.48,5.2594
115438,6.1216188254,-0.350817203,19.96,-121.28,-97.59,4.118
115444,6.1220737501,0.214919004,8.4,19.14,-19.41,5.246
115537,6.1270684224,-0.9056702773,5.54,24.68,-37.11,5.8568
115590,6.1297597366,1.0870405974,4.15,12.29,-12.44,5.0493
115591,6.1298014747,0.5652226952,6.89,16.14,2.7,5.5421
115620,6.1318779634,-0.992201094,11.23,84.53,-20.69,5.7631
115623,6.132116977,0.4084770741,19.14,192.19,36.12,4.5524
115669,6.1350371989,-0.3602684455,11.51,-50.72,-64.22,4.5083
115713,6.1374898926,-0.9201710768,32.5,34.52,130.66,5.6197
115738,6.1388978678,0.0219184994,21.25,86.68,-94.29,4.9527
115746,6.1391897967,1.5238025842,9.79,75.14,20.28,5.6313
115755,6.1397287568,0.748955139,10.87,87.05,16.54,5.7524
115769,6.1402816734,-1.0206035955,10.38,52.45,69.65,5.7961
115770,6.1403896047,1.2280100544,15.3,122.08,-4.37,5.6535
115806,6.1421313586,0.4392534482,9.04,27.42,-36.53,5.972
115830,6.1434257276,0.1113362511,21.96,-123.58,-43.23,4.4401
115836,6.1438183033,-1.5268531572,6.71,16.83,11.56,5.6572
115908,6.1479899339,-1.1014881591,8.44,39.24,-13.34,5.6111
115919,6.1485957151,0.2227126163,18.65,61.4,24.82,4.7026
115990,6.1524251997,1.0218712516,5.25,17.9,4.15,4.8479
116076,6.1578995755,0.6848043963,12.63,286.72,-84.22,5.3841
116231,6.1652438184,-0.6600548805,18.74,95.97,38.29,4.3517
116247,6.1665845961,-0.3650273203,11.11,-3.41,8.46,4.7145
116250,6.16679697,-1.3506288298,31.81,15.97,1.33,5.9516
116264,6.1674181826,0.39267844,6.27,9.92,-16.89,5.3007
116310,6.1695318818,0.5467300052,5.94,50.81,-17.46,5.1219
116323,6.1703900992,-0.0217735871,15.4,108.57,-12.82,5.9767
116354,6.1724696725,0.7022603156,12.45,-17.74,-46.69,5.6017
116355,6.1725173695,0.5846377535,11.24,-4.82,21.04,5.7939
116380,6.1740317229,1.2503896397,1.55,6.08,-1.88,5.9673
116389,6.1744317057,-0.7437738266,13.11,42.31,10.67,4.7331
116495,6.1801633831,0.0366880631,32.28,-104.35,60.61,5.7848
116582,6.1851582499,0.7754329469,4.04,14.2,-17.63,5.7926
116584,6.1852801691,0.81086559,37.87,159.31,-422.38,3.9695
116591,6.1857042366,-0.2279453391,12.21,34.33,27.04,5.8226
116602,6.1865329977,-0.7939907897,16.29,70.71,-12.66,4.7715
116611,6.1869575113,0.3211514789,14.01,48.85,17.37,5.5029
116631,6.1877870033,0.7551703882,6.53,27.64,-1.02,4.264
116709,6.1921625614,0.8808979945,7.74,-16.7,-1.87,5.3393
116714,6.1922943662,1.3141081104,12.64,6.55,12.8,5.9967
116727,6.1930813863,1.354933423,70.91,-47.96,126.59,3.3767
116758,6.1949761445,-0.2482214696,22.94,51.25,-55.35,5.0456
116771,6.1956876108,0.0982158586,72.92,377.15,-437.43,4.2373
116805,6.197696302,0.7737738838,19.37,80.73,-18.7,4.1257
116820,6.1986976974,-0.5597793635,11.18,-91.3,-53.29,5.4652
116889,6.2027920847,-0.3146287804,4.31,-41.25,-71.85,5.4718
116901,6.2036126499,-0.3109571642,3.89,14.18,0.94,4.9696
116918,6.2044059553,0.1265476441,10.06,-27.44,-41.07,5.9373
116928,6.2048550622,0.031074147,30.59,-129.7,-154.8,4.5578
116957,6.2066681392,-0.2696180388,12.08,16.19,-21.92,5.4193
116971,6.2077932573,-0.2538536407,21.96,99.28,-66.32,4.4801
117020,6.2106346259,0.1803188378,5.27,3.83,11.09,5.1767
117073,6.2133312684,0.5124557658,14.54,71.1,-40.58,5.0892
117088,6.2142466899,-1.124071192,4.48,15.4,34.38,5.8698
117089,6.2142493251,-0.3189925817,8.61,27.23,-2.94,5.2227
117125,6.2163306237,-1.37517013,6.73,55.6,0.65,5.9113
117218,6.2221600365,-0.3259990269,13.66,130.33,10.84,5.3591
117221,6.2222470603,0.8101869164,3.25,9.07,-7.83,5.1394
117245,6.2238104251,0.0608573944,3.63,-33.68,-24.49,4.9586
117265,6.2247695158,1.1655701695,2.19,8.71,-3.59,5.9362
117299,6.2266013358,1.0027156847,2.03,4.1,-7.71,5.6564
117301,6.2267083902,1.0236679233,18.75,60.81,56.47,5.0475
117314,6.2276213922,-0.2078844052,10.69,-49.28,-93.62,5.9067
117315,6.2276247578,-0.8766161221,5.4,8.98,-23.22,5.119
117371,6.2304434755,1.1834521351,10.76,15.43,-2.08,5.0602
117375,6.2305699331,-0.0481992042,10.3,95.6,5.54,5.6538
117447,6.2344742573,1.0858482138,0.53,-3.57,-1.57,5.5888
117452,6.2348600418,-0.4909613744,23.73,100.8,-105.34,4.5866
117491,6.2371868394,0.0187831558,10.74,-1.24,-27.07,5.8254
117567,6.2419710247,-0.2513525139,7.17,37.47,-22.05,5.8249
117628,6.2454610698,0.1625514122,3.86,-9.87,-64,5.8504
117629,6.2454659628,-0.3300270056,10.23,26.82,-4.27,5.1307
117683,6.2481209309,0.0511454669,4.36,16.51,-13.86,5.7087
117689,6.2487655028,-1.4314975452,12.3,-48.74,-21.16,5.2657
117718,6.2504089044,0.3337134085,7.05,-7.27,-35.4,5.133
117730,6.2509780044,0.1910669251,17.85,-20.84,-2.32,5.3638
117756,6.2519506299,-0.1570220127,5.29,62.7,-24.41,5.9224
117863,6.2586806895,1.0035536826,0.28,-4.48,-3.73,4.6682
117887,6.2603976549,0.0019084161,5.12,-39.57,-13.77,5.7395
118077,6.2707130322,0.9722484905,14.09,-21.3,-12.3,5.6774
118092,6.2715337863,-1.0988001655,15.14,85.95,12.36,5.9925
118114,6.272494349,-1.4341325687,10.69,-26.42,-25.31,5.8895
118121,6.2726385563,-1.1222132437,21.08,79.12,-60.8,5.0241
118131,6.273407792,0.4388015877,6.85,-35.24,-31.6,4.6918
118209,6.277397393,-0.0620605495,13.91,-57.13,-72.08,5.0432
118234,6.2785109885,-0.9205906043,11.35,58.33,61.23,5.2972
118243,6.278860509,0.973107291,0.72,8.14,-5.01,4.8696
118268,6.2801747815,0.1197923082,31.26,150.35,-112.12,4.1219
