HIP,RA_rad,Dec_rad,parallax,pmRA,pmDec,HpMag
12394,0.6963299159,-1.1914830047,21.48,87.3,0.09,4.0933
12413,0.6972531912,-0.7486002179,28.02,88.2,-17.82,4.7613
12444,0.6990409927,-0.1649804538,45.96,-138.88,-79.97,5.904
12484,0.7010100259,-0.9520757836,20.37,32.86,4.96,5.3052
12486,0.7010356176,-0.6956063706,21.65,135.92,-27.53,4.2751
12489,0.7011157169,0.4723037038,14.09,64.83,-26.05,5.3318
12530,0.7035037436,-0.0121361122,44.27,216.51,-129.33,5.8383
12623,0.7079440019,0.701524396,41.34,-17.2,-183.3,5.024
12640,0.7084526045,0.3492679114,8.56,27.68,-47.64,5.7472
12653,0.7092696982,-0.8866416903,58.25,332.82,218.74,5.518
12692,0.7114254947,0.9617823814,7.56,34.81,-21.97,5.7279
12706,0.7125397178,0.0564818484,40.97,-146.1,-146.12,3.5001
12719,0.7131932007,0.4835813527,9.51,2.06,-10.37,4.6112
12768,0.7159600981,0.7731294586,3.32,2.77,-6.38,5.59
12770,0.7161198247,-0.2418795264,8.3,-8.62,-9.07,4.2067
12777,0.7164349764,0.8592023127,89.87,334.66,-89.99,4.2097
12803,0.7179827266,0.267243063,5.49,3.25,-14.87,5.7767
12821,0.7191971122,1.1837644893,7.89,17.99,-32.75,5.9966
12828,0.7196845878,0.1765264478,38.8,282.7,-32.53,4.3439
12832,0.7197670551,0.2172230984,27.52,120.49,-85.78,5.242
12843,0.7203832993,-0.3241538951,70.32,334.2,37.19,4.5718
12871,0.7219447256,-1.1118538234,17.86,19.42,-8.61,5.9002
12876,0.7223141551,-1.1801344628,11.47,66.41,43.38,4.8551
13055,0.7321390797,1.4215473896,7.51,16.98,-77.24,5.9888
13061,0.7326340595,0.5104638392,19.01,149.47,-127.05,4.6868
13108,0.7353699769,0.3191137313,7.06,42,-32.35,5.9902
13121,0.7363739979,0.4396148134,8.21,54.41,-3.69,5.892
13141,0.7375010199,-1.0961818266,19.82,94.02,29.1,5.2973
13147,0.7377913574,-0.5655963496,18.89,86.01,158.81,4.6193
13165,0.7386784373,0.3048103131,4.18,2.6,-14.1,5.2433
13202,0.7413395872,-0.4876805228,7.11,46.92,21.85,5.4
13209,0.7416914391,0.4757905498,19.69,66.81,-116.52,3.5831
13244,0.7438401768,-1.3101642335,9.61,-33.01,-27.3,4.9107
13254,0.7443039667,0.6687911179,27.01,195.77,-109.98,4.3081
13265,0.744703188,-0.622658719,7.1,4.52,-54.79,5.6391
13268,0.7448041834,0.9755610262,3.71,16.23,-13.54,3.896
13288,0.7462988561,-0.3665885926,17.45,-38.52,-16.05,4.9284
13327,0.7482784923,0.2632327741,6.6,30.13,-23.68,5.4946
13328,0.7483703376,0.6119105861,6.98,9.63,-63.68,4.6674
13490,0.7579512643,0.6691187219,14.15,46.79,-78.9,5.4318
13531,0.7603426742,0.9208791633,12.83,-1.26,-4.37,4.0759
13654,0.7671087695,0.3199481056,9.28,-7.78,-14.98,5.4449
13665,0.7677080241,1.0737451068,37.44,145.48,30.31,5.6858
13701,0.7698068323,-0.1552925886,23.89,77.36,-220.16,4.0583
13702,0.769834363,0.3145720505,28.29,281.75,-218.9,5.6882
13717,0.7706679595,-0.0647903652,17.49,-37.8,-43.24,5.2017
13775,0.7735648633,0.5573585808,10.2,2.55,-31.15,5.1062
13782,0.7740317975,-0.4164718059,20.97,102.29,-36.85,5.5093
13834,0.7770406048,0.3607387951,30.15,235.57,-30.09,5.8888
13835,0.7770851521,-0.4120048385,4.92,71.12,52.14,5.9692
13847,0.7778143958,-0.7034503238,20.23,-52.89,21.98,2.9378
13874,0.7797326495,-0.0485676904,9.04,-29.52,-63.82,5.2375
13879,0.7799913092,0.6922469268,10.53,25.65,-41.62,4.7156
13884,0.7801451628,-1.1182550943,11.07,22.76,5.18,5.021
13905,0.7813046201,0.6140611876,8.86,-46.22,6.57,5.1039
13914,0.78196088,0.3724610305,9.81,-13.74,-5.12,4.6513
13942,0.7836575953,-0.4411204259,30.66,181.15,83.44,5.7905
13951,0.7840282587,-0.0430206378,9,-6.05,-22.22,5.5407
13954,0.7841543489,0.1554634808,5.66,6.01,-17.7,4.6767
13965,0.7846551389,0.8241556212,6.39,10.73,20.78,5.6282
14043,0.7891930992,0.9137112337,7.11,30.21,-28.38,5.2569
14060,0.7904862798,-0.1337417251,10.07,101.02,-69.97,5.9196
14109,0.7936994072,0.4618549911,15.54,-15.08,4.66,5.959
14131,0.7952445391,-1.2549352884,6.34,27.19,16.82,5.4682
14135,0.7953450247,0.0713826671,13.09,-10.41,-76.85,2.6196
14143,0.795761645,0.0759719214,5.93,17.09,6.89,5.5921
14146,0.7958405515,-0.4123224482,36.8,-147.25,-55.28,4.1328
14168,0.7971980099,-0.1341366447,12.32,49.3,-5.42,5.4804
14187,0.7981857275,-0.8198691565,3.85,25.72,2.35,5.9706
14240,0.8011718486,-1.0426181562,23.04,-73.29,-64.06,5.2076
14293,0.8040497198,-0.1326607233,24.06,67.56,17.43,5.3168
14328,0.8063268603,0.9338637261,13.41,0.51,-5.92,3.0586
14354,0.8079781482,0.6778951858,10.6,129.22,-105.7,3.2889
14376,0.8091555316,0.440786371,6.05,1.44,-10.26,5.4449
14382,0.8095728461,0.9896985174,15.45,-12.72,70.04,4.9311
14417,0.8121563793,1.3861144888,4.72,-35.68,10.21,5.5816
14439,0.8133007161,0.2301635986,10.41,-0.58,-63.01,5.8111
14456,0.814013427,-0.1062651083,7.15,7.36,-5.62,5.2905
14502,0.8173243675,1.118016062,5.27,-14.25,-3.26,5.8888
14521,0.8182612805,-1.3786255086,12.07,80.8,73.64,5.7475
14576,0.8210414333,0.7148109521,36.27,2.99,-1.66,2.0969
14632,0.8248777536,0.8659189314,94.87,1262.41,-91.5,4.1758
14668,0.8268227679,0.7829178619,28.93,172.99,-143.4,3.9564
14677,0.8273389783,0.5074913467,3.09,22.72,-12.43,5.7816
14764,0.8318512155,0.2072175706,7.33,29.34,-28.15,5.9569
14817,0.8346601901,0.6913523288,11.32,-26.26,5.4,4.7813
14838,0.8361341309,0.3442958275,19.22,153.33,-8.28,4.5117
14844,0.8365110296,1.4219321677,16.08,-45.51,-0.37,5.9698
14862,0.8374845034,1.2984179511,19.72,14.07,-86.75,4.864
14879,0.8380692937,-0.5059553529,70.24,370.87,611.33,3.9821
14893,0.8387934988,0.4757246229,6.49,12.39,-18.57,5.7499
14915,0.8396757152,0.116254391,4.33,-8.09,-0.94,5.6781
14930,0.8401680441,-1.0004503349,3.11,18.44,13.2,5.7328
14954,0.8411267932,-0.0208729619,44.29,194.56,-69.01,5.1852
15110,0.8504200195,0.3672980589,12.44,-27.83,-74.59,4.8803
15154,0.8523350015,0.5333145853,6.26,-15.93,5.7,5.62
15192,0.8543366816,0.9972920469,1.14,-1.02,-3.01,5.9277
15197,0.8544860597,-0.1539352543,29.72,-0.35,46.1,4.8647
15201,0.855019197,-1.3506859583,33.66,113.72,62.1,5.612
15219,0.856098884,0.8890307718,4.13,-1.73,-18.51,5.2076
15305,0.8615092127,-0.8334250433,6.37,-7.62,29.94,5.9976
15330,0.8628085483,-1.0921729248,83.28,1337.57,649.12,5.6405
15334,0.8629007694,0.6856249157,6.52,22.63,-17.74,5.997
15338,0.8630167163,0.7683826289,4.46,26.07,-24.47,5.4716
15371,0.864747888,-1.090969282,83.11,1330.74,647.11,5.3533
15382,0.865544903,-0.3928936651,12.77,13.08,13.33,5.0241
15383,0.8655581352,-0.0162340285,14.89,253.18,-60.32,5.5554
15404,0.8666811163,0.8765433664,5.12,22.41,-24.58,5.143
15411,0.86692485,-0.3239268261,27.05,125.78,-62.51,5.8156
15416,0.8671249433,0.5972983332,2.77,2.75,-8.87,4.9927
15444,0.8688553359,0.8743231719,5.82,22.46,-24.8,5.0299
15457,0.86986766,0.0588170859,109.41,269.3,93.75,4.9768
15474,0.8705534791,-0.3797477351,10.71,51.89,32.92,3.7303
15479,0.8708395327,-0.4210230983,3.34,5.47,-23.75,5.7006
15510,0.8721719177,-0.7517403453,165.47,3038.34,726.58,4.395
15520,0.8726105756,1.1458492697,4.28,11.25,-14.56,4.6984
15547,0.8740885456,1.3567299772,12.32,64.6,-65.31,5.5101
15549,0.8741457019,0.5069919343,6.01,-7.71,-16.91,4.5975
15619,0.8775203234,0.0641527481,10.11,55.04,-25.12,5.85
15627,0.8780177684,0.3690872289,6.41,20.98,-21.8,5.2753
15643,0.8787751368,-0.4125101306,8.89,-26.51,-17.91,5.6537
15648,0.8789628686,0.7562450856,21.66,-60.41,-0.81,4.9814
15696,0.8822559728,0.4818431079,3.69,4.6,-11.62,5.7153
15737,0.8846835626,0.3620180297,10.27,-51.59,-16.06,5.2483
15770,0.8867128174,0.8589346474,6.02,21.4,-25.84,5.301
15861,0.8914607133,0.4315184817,15.68,15.22,-52.36,5.6727
15876,0.892276249,0.5853139264,7.49,31.97,-23.05,5.7849
15890,0.8930676221,1.1272382767,1.59,-2.86,-0.87,5.1901
15900,0.8936694857,0.1575869018,11.21,-67.04,-78.04,3.77
16083,0.9039438917,0.1698689221,15.6,50.58,-39.54,3.7082
16112,0.9056343097,-0.6227568485,7.17,76.79,6.06,5.8699
16142,0.9076401527,-0.1969863588,10.24,-0.77,-44.84,5.9077
16147,0.907793025,0.856309696,6.22,22.59,-26.85,4.962
16168,0.9090751057,0.5900556301,8.53,28.49,-57.51,5.7403
16210,0.9113750784,0.8700195085,6.22,22.1,-26.46,5.5651
16228,0.9122352084,1.0461561949,1.68,-2.24,-0.9,4.3087
16244,0.913536619,0.8640953963,6.05,22.2,-29.49,4.6446
16245,0.9135479731,-1.098482904,46.12,382.84,373.05,4.8043
16263,0.914554168,-0.2212160969,7.8,7.93,4.74,5.6327
16281,0.9159157862,1.027628091,1.3,-1.79,-1.09,4.671
16285,0.9159484155,-0.7441080842,15.28,-59.76,-1.52,5.822
16290,0.9162197339,-1.3674966235,10.17,-11.14,-27.14,5.8435
16292,0.9163146138,0.9678171294,16.42,-46.08,-11.07,5.114
16322,0.9180777948,0.197858919,9.03,-14.68,-16.46,5.132
16335,0.9188054842,0.837673776,9.07,3.56,18.48,4.4945
16340,0.9189836445,0.839567159,3.65,22.78,-23.76,5.8208
16341,0.9189922018,-0.0885783078,8.07,14.23,7.27,4.71
16368,0.9200563168,-1.1604645017,3.76,16.98,1.42,5.7993
16369,0.9201060924,0.225787686,9.53,18.25,-1.92,4.3077
16470,0.9256485346,0.8381687839,5.39,24.45,-24.03,5.4409
16489,0.9264582417,1.4819828628,9.7,62.1,-134.17,5.7765
16499,0.9269373909,0.8038470452,27.53,-52.11,-75.26,5.3971
16509,0.9275491611,-0.8792767795,10.44,93.66,83.71,5.835
16511,0.9276373909,0.1635994422,9.31,31.25,-48.54,5.7437
16518,0.9279349669,0.6189237805,1.48,-8.28,3.44,5.8846
16537,0.9291276019,-0.165078582,310.94,-975.17,19.49,3.8652
16591,0.9319347176,0.69637922,17.84,14.8,-45.63,5.8387
16611,0.9328237929,-0.377563861,11.12,44.94,-28.16,4.2359
16664,0.9356872783,0.4269856477,7.6,5.24,-32.29,5.9961
16780,0.942307051,-0.1953717715,8.63,23.79,80.08,5.7329
16803,0.9437426011,-0.3048573717,6.7,32.37,-10.91,5.208
16826,0.9446129221,0.8411213002,5.59,22.55,-27.78,4.2925
16846,0.9459181835,0.0102652404,32.59,-31.45,-162.87,5.9609
16852,0.9462970795,0.0070307666,71.62,-232.6,-481.92,4.4104
16870,0.9472540408,-0.7029228145,14.13,4.96,-14.44,4.7322
17103,0.9592870382,0.0533519759,8.77,-36.52,8.04,5.714
17167,0.9627187527,-0.0909438281,6.57,1.09,-5.19,5.4825
17203,0.9648646438,0.6558993429,3.97,22.03,-27.45,5.5312
17296,0.9693374717,1.1033405849,6.28,-17.27,18.94,5.0956
17304,0.9697412335,-0.5574301641,3.85,4.8,13.64,4.9335
17309,0.9700354453,0.3438348574,6.05,3.58,-12.53,5.6842
17313,0.9703044273,0.5928017642,3.09,2.71,-5.91,4.9631
17342,0.9717654573,1.0466632116,1.58,-0.24,3.73,5.8393
17351,0.9723027109,-0.6512407222,17.7,-91,-70.67,4.7559
17358,0.9726925032,0.8340518896,6.32,25.58,-43.06,2.9703
17378,0.9741086905,-0.1704348693,110.61,-93.16,743.64,3.6796
17395,0.9754818522,-0.1830084549,23.57,-7.76,-17.76,5.6598
17440,0.9782246829,-1.1310971725,33.49,307.13,77.5,4.0019
17448,0.9787752922,0.5635366801,2.91,8.18,-10.43,3.8583
17457,0.9796029843,-0.020299548,4.98,3.49,-7.01,5.2154
17460,0.9796676254,0.6363506023,11.04,48.08,-42.48,5.6291
17489,0.9808897397,0.4239330928,8.65,20.38,-44.81,5.4507
17499,0.9812040024,0.4208590686,8.06,20.84,-46.06,3.6857
17506,0.9814904538,-0.0051786608,8.27,60.23,-3.27,5.7008
17527,0.9824550597,0.4335288478,7.97,20.36,-46.52,5.6447
17529,0.9825944421,0.7431357949,5.86,-14.45,2.53,3.8717
17531,0.9826554331,0.427036324,7.97,21.24,-40.56,4.2724
17534,0.9829024763,-0.8265784091,9.66,-4.05,-8.01,5.8837
17563,0.9846878887,0.1055929263,6.11,22.41,-14.79,5.3139
17573,0.9853542196,0.4252993532,8.51,20.95,-45.98,3.8591
17579,0.9857084341,0.4285589888,8.77,20.18,-44.87,5.7675
17584,0.9860561308,0.7973003332,4.36,17.82,-19.55,5.6401
17585,0.9861703465,1.1728940856,18.04,82.54,-113.77,5.8718
17587,0.9862806712,1.1055799949,3.29,-1.46,-9.09,4.922
17593,0.9867293402,-0.2112151254,6.78,55.98,59.28,4.5239
17608,0.9875334966,0.4179795126,8.58,21.13,-43.65,4.1534
17618,0.9881053402,-0.512047593,9.9,6.87,4.06,5.9555
17651,0.9898190548,-0.4057617865,56.73,-158.84,-528.95,4.3164
17678,0.9915092884,-1.2957192138,15.24,50.85,114.74,3.342
17702,0.9925879583,0.4207158363,8.09,19.34,-43.67,2.848
17717,0.9933556205,-0.4166937948,13,47.46,49.1,5.2659
17738,0.9945484582,-0.5265190711,12.13,26.35,-231.31,5.6816
17771,0.9960195574,0.1944884381,7.19,26,-28.84,5.031
17776,0.9963506049,0.4087799108,8.45,17.99,-46.57,5.4355
17797,0.9974427534,-0.656595104,19.71,74.44,-9.09,4.2697
17798,0.9974355279,-0.3648250602,5.5,-31.66,-16.81,5.9238
17847,0.9999086753,0.4198131927,8.53,17.7,-44.18,3.6084
17851,1.0000157891,0.421267077,8.54,18.07,-47.2,5.0295
17854,1.0001973464,1.2369358266,9.4,20.91,-63.35,5.4402
17874,1.0011849147,-0.6318111537,15.54,-49.18,-57.01,4.328
17884,1.0014761469,1.1436445542,4.1,-4.03,-13.82,4.3978
17886,1.0015791889,0.5775535599,12.15,-18.63,-1.47,5.1684
17891,1.0018641731,1.1047428793,13.96,-18.4,-57.57,5.8839
17932,1.0038880385,0.7848382819,8.72,-36.95,-25.98,5.796
17954,1.004939836,0.446449087,17.71,41,-112.74,5.3049
17959,1.0051260843,1.2449846782,9.09,18.17,-42.85,4.6368
18081,1.0118340046,0.5996799337,3.87,5.62,-3.65,5.7777
18089,1.0123072831,0.1140557629,4.19,9.25,-3.59,5.6804
18141,1.0153201329,-0.093571321,5.57,5.09,-8.58,5.4539
18212,1.0194664605,0.8491126018,8.28,37.48,-30.82,5.9246
18213,1.0194849345,-0.6061929065,9.42,32.21,-0.83,5.0631
18216,1.0197582812,-0.429564146,8.65,31.28,-7.49,4.5955
18217,1.0197953332,1.0118610853,19.8,85.27,-93.59,5.8504
18246,1.0215934628,0.5564748061,4.34,5.77,-9.92,2.898
18255,1.0222892748,-0.0515698322,10.42,26,-0.23,4.6015
18262,1.0227031921,-0.7043630341,6.53,-22.54,8.06,5.8218
18396,1.0296102958,0.8355147744,4.47,18.99,-19.96,5.369
18434,1.0318305158,0.6122773525,3.76,3.96,-3.95,5.4788
18453,1.0323939577,0.8848067299,26.71,91.99,-128.47,5.3779
18471,1.0335281852,0.3923194722,23.62,69.82,-114.36,5.7033
18488,1.0347106365,1.066551805,2.23,-3.25,-13.28,5.13
18505,1.0359573047,1.1008184155,9.04,6.43,5.37,4.9464
18532,1.0378325027,0.6983110005,5.11,14.06,-23.78,2.8348
18543,1.0385967149,-0.235763342,16.04,61.57,-113.11,3.0703
18597,1.0417243082,-1.0716347894,6.2,9.8,-14.3,4.6497
18606,1.0422830902,-0.0954611975,21.53,-46.53,-173.72,5.9978
18614,1.0426814891,0.6246712676,2.62,3.62,1.74,4.0307
18647,1.0450255319,-0.2194634993,4.44,-1.2,-37.96,5.7362
18673,1.0468685617,-0.4191627529,9.96,12.12,16.48,4.5935
18723,1.0501517717,-0.5321632743,9.28,47.3,5.62,5.945
18724,1.0501661024,0.2179981788,6.74,-8.02,-14.42,3.3774
18735,1.0507380924,0.3175464036,23.31,129.15,-28.79,5.9602
18744,1.0511103477,-1.0848856499,6.95,3.03,34.67,4.5138
18772,1.0528750386,-1.0660305529,10.22,66.79,94.8,5.1069
18788,1.0538904494,-0.0270460806,7.88,27.74,-14.69,5.2315
18805,1.0549157638,0.1744982591,5.71,5.26,-0.72,5.6792
18859,1.0585899465,-0.0046829073,53.1,149.04,-253.02,5.4938
18907,1.0609694276,0.1045331612,27.89,4.72,-3.78,3.9203
18957,1.0635312057,0.0948697721,5.09,2.18,-5.56,5.2951
18975,1.0643966882,0.1430681514,28.69,164.97,26.62,5.5359
18993,1.0653626273,0.0493448654,28.25,150.34,-125.04,5.4651
19009,1.0662269976,0.4207295311,2.88,-0.54,-14.08,5.6092
19011,1.0663021005,-0.2232684335,8.48,16.15,17.67,5.785
19018,1.0666262399,1.0324583907,1.6,-3.01,0.02,5.1313
19038,1.0676802882,0.3854047915,17.43,90.53,-59.47,4.5241
19095,1.0717269843,-0.482619084,22.2,200.49,94.24,5.6665
19129,1.0736080487,1.1986915243,5.22,7.66,3.01,5.9956
19167,1.0759267798,0.8787968474,7.73,-12.75,-35.6,4.2801
19171,1.0760244246,0.4817113082,7.76,21.88,-52.34,5.1397
19205,1.0777784452,0.5061679578,36.23,-91.4,7.58,5.2963
19335,1.0847581313,0.6639272306,47.63,164.1,-202.6,5.6343
19343,1.0849892614,0.8327418533,6.84,21.73,-33.61,3.9864
19376,1.0865809557,0.2338444223,8.03,16.29,-7.07,5.9604
19388,1.0871874414,0.3422467388,11.49,107.12,-32.32,5.6757
19398,1.087764548,-0.2859875109,5,-0.87,0.63,5.4008
19454,1.0908470515,1.5119150503,23.68,143.45,-87.17,5.9267
19461,1.0910333169,1.4084575655,8.59,-10.44,2.47,5.2227
19483,1.0924684739,-0.1208435164,9.28,1.55,-11.95,5.6074
19511,1.0943022832,-0.1539349144,11.4,47.16,2.6,5.8656
19513,1.0944582311,0.4621813293,15.89,-28.61,-35.71,5.4712
19515,1.0944983753,-0.7329290468,18.24,199.08,70.18,5.0108
19525,1.0951229797,0.586200491,3.32,-2.68,-8.43,5.8876
19554,1.0966627798,0.0963951493,27.04,146.56,5.83,5.7917
19571,1.0978248579,-0.3552840759,12.35,45.78,49.57,5.8498
19587,1.0989707973,-0.1193417512,26.8,10.76,81.92,4.1285
19719,1.1063283041,0.1346701967,27.52,-3.17,1.75,5.3736
19740,1.1080216145,0.1616855348,9.83,-10.31,-30.01,4.9876
19747,1.1082899881,-0.7381673341,28.36,42.02,-203.55,4.0124
19777,1.1100070989,-0.1789990244,13.46,-7.19,-161.05,5.0352
19780,1.1101334814,-1.0903766289,20.18,41.97,49.42,3.4953
19799,1.1109193743,0.1747325698,8.34,-8.82,-14.49,5.1932
19805,1.1118146675,-1.0854560312,12.41,-2.68,97.82,5.6109
19811,1.112160897,0.7065742933,3.43,13.5,-20.5,4.8418
19812,1.1122007158,0.8449029494,3.62,5.52,-17.37,4.287
19849,1.1139300847,-0.1334227169,200.62,-2240.12,-3420.27,4.5615
19860,1.1149777895,0.1552018326,7.16,19.46,-22.11,4.2656
19893,1.1171191805,-0.8986193425,48.87,100.79,183.32,4.3338
19921,1.1191257348,-1.0350107657,54.83,-47.53,-167.58,4.5977
19949,1.1201454068,0.935702487,9.98,-18.25,-2.1,5.2217
19968,1.1209048455,1.079486862,7.31,7.08,-20.42,5.6562
19983,1.1219610757,1.0098558252,12.53,23.73,-49.37,5.8866
19990,1.1225147701,0.3591667784,34.55,-39.41,-60.79,4.9992
20020,1.1243022089,-1.1040166017,7.08,5.26,35.26,5.8569
20042,1.1252732932,-0.5898921671,18.33,62.52,-7.24,3.5167
20049,1.1256774901,-1.4000015604,7.7,27.53,61.56,5.8246
20070,1.1267973223,0.8778245079,10.4,45.42,-56.72,4.6223
20075,1.1269063004,-0.3615502968,2.16,5.1,19.85,5.9987
20087,1.1274202674,0.3766312206,18.5,94.87,-34.89,5.7131
20156,1.1310593251,0.8735170032,13.43,61.72,-59.25,5.5259
20161,1.1313111624,-0.7726193921,12.94,62.94,-36.36,5.4937
20171,1.1319971961,0.3690046791,12.08,29.69,-41.99,5.4789
20186,1.1327686348,0.3800208655,10,28.63,-41.13,5.3085
20205,1.1335574543,0.2727548212,20.19,115.46,-23.42,3.8123
20219,1.1342920204,0.2449613171,21.88,114.13,-20.45,5.6514
20234,1.1353012052,0.8887382613,3.01,1.19,-7.52,5.5458
20250,1.136008251,0.4773639655,10.16,-28.9,-78.28,5.1121
20252,1.1362570521,0.6033034677,14.94,-25.06,-7.07,5.0895
20261,1.1370998145,0.263466239,21.3,108.58,-21.46,5.3233
20264,1.1372999636,-0.3602289596,6.86,25.86,-9.93,5.3834
20266,1.1373994305,1.1369153784,10.21,-28.35,-4.98,5.4102
20268,1.1374640547,0.1070045074,9.04,-14.54,-44.69,5.9213
20271,1.1375788332,-0.1325139672,4.13,3.1,-2.35,5.8129
20297,1.1386841841,-1.4238435596,19.21,9.3,125.86,5.8633
20354,1.1412379687,0.8115599972,6.43,20.06,-35.45,4.8094
20376,1.1422876751,1.0600414553,7.31,55.55,-114.56,5.5234
20380,1.1425958847,0.9862209853,10.31,-13.98,6.72,5.9568
20384,1.1426972936,-1.1063086297,8.48,85.56,174.62,5.4
20400,1.1434415313,0.2456943702,22.53,113.18,-21.93,5.7967
20417,1.1448437063,0.3634023149,1.4,-1.8,-0.55,5.9458
20430,1.1457308677,0.4473166785,11.2,19.42,-17.16,5.3693
20455,1.1472650833,0.306175858,20.96,106.56,-29.18,3.9308
20465,1.1479656608,-0.4344494324,6.51,19.21,-15.11,5.9373
20484,1.1493719114,0.2928195965,20.04,104.56,-28.28,5.7146
20507,1.1505268891,-0.0653683819,15.6,-47.36,-54.91,5.2039
20522,1.1513237159,0.1651253119,8.24,-20.32,-5.32,5.143
20535,1.1520747736,-0.5937084108,11.01,73.77,56.7,4.0941
20542,1.1523313652,0.3044589272,20.21,108.16,-34.66,4.8526
20579,1.1540364797,0.5956955487,7.28,20.95,-34.02,5.7192
20591,1.1546388644,0.5927118691,24.62,56.28,-82.26,5.8454
20635,1.1578876989,0.389103372,21.19,105.1,-45.04,4.2573
20641,1.1580946544,0.3874650578,22.03,111.97,-47.71,5.3388
20648,1.158412653,0.312902435,21.96,107.6,-34.54,4.3212
20704,1.1610990015,0.5487176691,12.88,76.79,-121.57,5.4506
20711,1.1619816614,0.3981740729,21.21,108.81,-46.8,4.3556
20713,1.16214724,0.2725915673,20.37,114.31,-32.19,4.5524
20732,1.1632893386,0.2568052624,7.83,-9.52,-31.44,4.8523
20776,1.165217793,1.4106485822,3.37,12.19,-20.6,5.5849
20789,1.1662761144,0.4013623519,8.63,-0.71,-14.46,5.4969
20804,1.1670994959,0.195692104,5.55,-1.04,-12.06,5.8946
20825,1.1683556134,-1.0912010437,9.11,-11.48,4.52,5.9026
20842,1.1694230801,0.3773402856,21.22,97.93,-41.7,5.7887
20860,1.1703374566,1.462721399,4.31,-4.14,11.5,5.4794
20873,1.1710676806,0.2572794417,17.37,109.51,-20.48,5.9812
20877,1.1712879322,0.2855293902,17.47,7.91,18.14,5.1264
20884,1.1717056513,0.0241007954,8.52,17.81,-21.5,5.504
20885,1.1718745897,0.278593246,21.13,104.97,-15.14,4.0043
20889,1.1720564593,0.3347632442,22.24,106.19,-37.84,3.6992
20894,1.1722558422,0.2770002773,21.69,108.42,-26.74,3.4597
20901,1.1730140499,0.227724261,20.47,105.57,-15,5.0849
20922,1.1742375462,-0.2277369714,2.15,0.02,-0.13,5.5352
20982,1.1781407813,1.4545596921,10.61,-47.38,102.08,5.6225
20995,1.1787177632,0.2729328137,21.82,107.32,-24.52,5.646
21029,1.1805384585,0.2826399349,23.15,104.56,-25.9,4.8343
21036,1.1808096673,0.2395368447,22.12,107.25,-18.94,5.4724
21039,1.1809207959,0.2738759869,22.26,103.97,-24.84,5.537
21060,1.1817404512,-0.7845908345,4.63,1.64,-3.09,5.0008
21139,1.1862907976,-0.0007677907,4.97,-1.85,-8.19,5.0807
21148,1.1869579578,0.9409217694,-4.6,-1.29,-0.17,5.8249
21192,1.1895540861,-0.0560163479,6.86,17.78,-17.16,5.7388
21248,1.1934146542,-0.5195117688,25.67,-114.78,-271.79,4.6619
21253,1.1936670152,-1.0964792011,22.15,-117.19,-19.02,5.9522
21273,1.194885513,0.2590851823,20.61,103.2,-26.48,4.7185
21278,1.1951672674,-0.1176159272,3.94,-3.96,-6.4,5.6784
21281,1.1955300582,-0.9607165832,19.34,57.75,10.93,3.2372
21295,1.1961523976,0.0971910207,6.73,-12.77,-4,5.7097
21296,1.1963971468,-0.1436643225,3.28,-22.8,3.61,5.263
21297,1.1964080555,-0.1565557702,4.29,-35.94,-110.95,5.3758
21323,1.1983133986,0.5054683562,6.72,0.99,-21.3,5.8746
21393,1.2023189036,-0.5334129483,15.25,-49.27,-12.72,3.973
21402,1.2027670045,0.1773414549,20.88,43.13,-52.71,4.301
21444,1.2056691238,-0.0585112558,4.83,1.53,-5.01,3.8713
21452,1.2060394232,1.1215768561,7.4,-25.43,-7.39,5.9181
21476,1.2072903285,0.7202075822,4.09,-4.56,-17.84,4.3946
21479,1.207598958,-1.0834477212,18.31,-69.36,-75.78,4.6635
21515,1.2096350791,0.0174240978,3.83,-3.87,-5.69,5.285
21547,1.2112662476,-0.0431688353,33.98,44.22,-64.39,5.2896
21588,1.21368566,0.2798354103,20.07,110,-40.94,5.8599
21589,1.2136875463,0.2183559466,21.24,102.4,-15.78,4.3136
21594,1.213794389,-0.2496446877,29.69,-76.59,-176.78,4.0248
21604,1.2141556383,0.3610168583,9.89,-13.62,-8.08,5.8562
21644,1.2169012739,-0.2115876331,14.02,-65.46,-16.64,5.0341
21670,1.2178109755,0.1373746529,20.34,94.33,-2.28,5.4475
21673,1.2180359828,0.2757626019,22.18,41.91,-66.88,5.1269
21683,1.2185635659,0.2778219294,20.97,83.17,-20.97,4.7248
21685,1.2187952748,-0.2506098632,16.63,120.91,-125.39,5.6183
21727,1.2213441122,0.926413323,7.72,-5.68,-15,5.2418
21730,1.221587665,0.9332840678,22.49,34.51,-84.7,5.4474
21735,1.2219790614,0.2128889946,7.83,0,-12.94,5.4147
21743,1.222228345,-0.4272986835,9.31,-69.63,17.3,5.7241
21763,1.2236571744,-0.3433282067,8.85,29.13,-96.42,4.3758
21770,1.2241901557,-0.7306571369,49.59,-140.39,-74.82,4.5287
21819,1.2275290135,0.4994271279,8.55,38.56,-29.29,5.7473
21823,1.2278456348,0.8430112818,11,44.65,-45.24,5.6662
21861,1.2307077369,-0.6482984674,34.88,46.59,193.56,5.1297
21881,1.2315263871,0.4006748128,8.19,-2.89,-21.86,4.2366
21914,1.2338355359,-0.8810669588,8.71,-36.02,34.35,5.4629
21928,1.2344058325,0.7568666336,13.52,39.31,-48.27,5.3188
21949,1.2351074675,-1.2379814468,6.64,9.32,34.93,5.4909
